"Plot_ID","LOC","NP","Coords","Elev","pH","Cov_bare_soil","Cov_bry_alive","Cov_bry_no_sph","Cov_sph_alive","Cov_vp","Cov_total","WTD_min","WTD_max","WTD_mean","CE","Veg_height_mean","Veg_volume_m3","Pertorb","Pluvio_June","Pluvio_July","Tmit_anual","Pluvio_anual","Tmit_June","Tmit_July","PET_junio","PET_julio","PET_anual","Clim_PCA1","Clim_PCA2","pv_groups","bry_groups","PV_N_sp","PV_Hill1","BRY_N_sp","BRY_Hill1"
"NTCC06","NTCC","N","37.035523, -3.247304",1669.62,5.62,0,0,0,0,100,100,2,4,3,196.662807311262,15.7,15.7,3,30.8,12.2,10.5,679.4,16.3,20.7,92.4238586,124.8413086,615.2144165,5.27599,0.40713,2,0,8,5.30244249819994,0,0
"NTCC07","NTCC","N","37.035384, -3.246666",1661.36,5.81,5,5,0,0,95,95,-1,-1,-1,368.459463,22,20.9,3,30.8,12.2,10.5,679.4,16.3,20.7,92.4238586,124.8413086,615.2144165,5.27599,0.40713,2,0,11,5.86570014555892,0,0
"NTCC08","NTCC","N","37.035344, -3.246663",1661.09,6.05,10,5,0,0,95,95,2,2,2,427.688953422591,23,21.85,0,30.8,12.2,10.5,679.4,16.3,20.7,92.4238586,124.8413086,615.2144165,5.27599,0.40713,2,0,8,2.38345856100416,0,0
"NTCC09","NTCC","N","37.035553, -3.246922",1666.07,5.96,0,0,0,0,100,100,-2,-2,-2,23.217329109546,70,70,0,30.8,12.2,10.5,679.4,16.3,20.7,92.4238586,124.8413086,615.2144165,5.27599,0.40713,2,0,9,5.29219143178373,0,0
"NTCC10","NTCC","N","37.035514, -3.247492",1671.64,5.59,2,0,0,0,98,99,3,3,3,42.1029318718137,20,19.6,2,30.8,12.2,10.5,628.6,16.3,20.7,92.4238586,124.8413086,615.2144165,5.30894,0.50165,2,0,9,3.849307723331,0,0
"NTLH01","NTLH","N","37.04874014, -3.29535389",2895.16,5.47,0,60,60,0,98,98,-0.5,0,-0.25,220.817433895074,2.55,2.499,5,47.7,19.5,4.5,705.2,11,16.3,75.6416168,106.812027,426.3936768,0.11762,2.57766,5,4,10,1.84835941219439,2,1.16182834482
"NTLH02","NTLH","N","37.04811859, -3.2956824",2896.6,6,30,10,10,0,70,70,-1,2,0.5,225.651,1.6,1.12,3,47.7,19.5,4.5,705.2,11,16.3,75.6416168,106.812027,426.3936768,0.11762,2.57766,6,4,6,3.44939271335305,2,1.25071836227823
"NTLH03","NTLH","N","37.04800845, -3.29542627",2895.34,5.76,5,95,95,0,85,95,0,1,0.5,270.393507510766,3.5,2.975,4,47.7,19.5,4.5,705.2,11,16.3,75.6416168,106.812027,426.3936768,0.11762,2.57766,5,4,6,1.29046124547325,3,1.91050554641307
"NTLH04","NTLH","N","37.04760153, -3.29450583",2894.6,5.29,3,90,90,0,97,97,-10,-10,-10,225.21011376987,1.65,1.6005,2,50.5,19.9,4.4,799,10.9,16.1,75.6416168,106.812027,426.3936768,-0.04319,2.39112,5,4,5,2.4771420413963,4,2.02659795585954
"NTLH05","NTLH","N","37.04743719, -3.29423637",2894.03,4.95,0,70,70,0,95,100,-40,-40,-40,122.584155594486,2.35,2.2325,2,50.5,19.9,4.4,799,10.9,16.1,75.6416168,106.812027,426.3936768,-0.04319,2.39112,5,2,8,3.19959053378,2,1.45756926498109
"NTLH06","NTLH","N","37.047389, -3.29405072",2893.67,5.13,0,80,80,0,90,100,-11,-11,-11,109.71282725786,1.9,1.71,1,50.5,19.9,4.4,799,10.9,16.1,75.6416168,106.812027,426.3936768,-0.04319,2.39112,5,2,6,2.77786318491204,2,1.68485794206712
"NTLH07","NTLH","N","37.04762094, -3.29364584",2893.29,5.28,0,80,80,0,80,100,-5,-5,-5,65.4684219637283,3.4,2.72,2,50.5,19.9,4.4,799,10.9,16.1,75.6416168,106.812027,426.3936768,-0.04319,2.39112,5,4,6,3.2457779935678,1,1
"NTLH08","NTLH","N","37.04814339, -3.29419516",2893.65,5.41,5,0,0,0,95,95,-3,-1,-2,113.54223244397,4.8,4.56,2,47.7,19.5,4.5,813.9,11,16.3,75.6416168,106.812027,426.3936768,0.04711,2.37541,2,0,1,1,0,0
"NTLH09","NTLH","N","37.04890626, -3.29483741",2895.28,5.28,5,95,95,0,90,95,-3,1,-1,122.268421963728,3.3,2.97,5,47.7,19.5,4.5,705.2,11,16.3,75.6416168,106.812027,426.3936768,0.11762,2.57766,5,4,9,1.63237021134332,3,1.16127212696109
"NTLH10","NTLH","N","37.048403, -3.29485738",2893.6,4.85,0,60,60,0,97,100,-22,-16,-19,67.4702439692666,1.3,1.261,3,47.7,19.5,4.5,705.2,11,16.3,75.6416168,106.812027,426.3936768,0.11762,2.57766,5,2,10,4.41443789286905,2,1.16182834482
"OATU01","OATU","O","42.674263, -0.066328",2325.75,7.021,0,100,100,0,50,100,-6,-6,-6,265.966747413876,5.9,2.95,0,120,77.5,3.3,1494.7,8.9,13.5,69.5559616,95.6441345,367.5532837,-3.86905,0.00764,6,1,6,1.86076894045021,3,1.67389169951034
"OATU02","OATU","O","42.674483, -0.066828",2325.72,7.023,20,75,75,0,90,90,-5.5,-5.5,-5.5,482.966900195631,3.4,3.06,0,120,77.5,3.3,1494.7,8.9,13.5,71.3102036,95.4271393,378.3693237,-3.74654,-0.10669,6,1,8,3.58944617977036,3,1.28451100490292
"OATU03","OATU","O","42.67377, -0.068713",2330.27,6.626,3,15,15,0,97,97,-10,-5,-7.5,451.917429402558,12.3,11.931,0,120.5,78.8,3.3,1440.7,9,13.6,71.3102036,95.4271393,378.3693237,-3.69892,-0.04241,6,2,9,4.97779949733185,2,1.25071836227823
"OATU04","OATU","O","42.67482, -0.067855",2326.04,6.958,20,75,75,0,80,80,-3,-1,-2,397.961556278097,5.3,4.24,2,119.1,77.4,3.3,1494.7,9,13.6,71.3102036,95.4271393,378.3693237,-3.70243,-0.10395,6,1,6,3.58113356528888,4,2.14072240234945
"OATU05","OATU","O","42.673717, -0.066981",2325.97,6.772,35,35,35,0,60,65,-50,-50,-50,604.941003611486,11.2,6.72,2,123.1,80.1,3.4,1474.9,9,13.5,71.3102036,95.4271393,378.3693237,-3.76664,-0.17175,6,4,2,1.05194998940471,2,2
"OATU06","OATU","O","42.674486, -0.06674",2325.7,7.22,5,50,50,0,85,95,-35,-35,-35,467.978970670446,2.45,2.0825,0,120,77.5,3.3,1494.7,8.9,13.5,71.3102036,95.4271393,378.3693237,-3.74654,-0.10669,6,1,12,6.75294149232164,1,1
"OATU07","OATU","O","42.67431, -0.06823",2325.97,6.232,0,100,100,0,85,100,-5,-2,-3.5,149.995437780585,6.6,5.61,0,119.1,77.4,3.3,1494.7,9,13.6,71.3102036,95.4271393,378.3693237,-3.70243,-0.10395,6,1,12,4.57749781552384,2,1.03356200588778
"OATU08","OATU","O","42.674171, -0.067069",2326.04,6.555,0,1,1,0,100,100,-35,-35,-35,334.902764371215,19.8,19.8,0,120,77.5,3.3,1494.7,8.9,13.5,71.3102036,95.4271393,378.3693237,-3.74654,-0.10669,5,2,12,3.9538303643572,1,1
"OATU09","OATU","O","42.674294, -0.068224",2325.97,6.109,1,20,20,0,96,99,-24,-24,-24,448.728465243687,9.85,9.456,0,119.1,77.4,3.3,1494.7,9,13.6,71.3102036,95.4271393,378.3693237,-3.70243,-0.10395,6,1,12,4.27198539592956,4,2.72047051030039
"OATU10","OATU","O","42.673911, -0.068296",2326.51,6.23,10,50,50,0,80,90,-11,-11,-11,220.794493564281,9.85,7.88,0,120.5,78.8,3.3,1474.9,9,13.6,71.3102036,95.4271393,378.3693237,-3.7211,-0.10605,6,4,8,2.43598761525087,3,2.3560937685184
"OBDC01","OBDC","O","42.655277083, -0.081040959",1278.39,6.667,15,10,10,0,85,85,8,8,8,776.924867917458,28.8,24.48,0,104.2,71.6,8.9,1508.1,14.2,17.9,81.9754028,100.8973923,498.2311401,0.17422,-2.01184,3,2,6,3.43615341719767,2,1.64938488846612
"OBDC02","OBDC","O","42.65520953849, -0.08082823816",1281.3,7.51,10,20,20,0,90,100,-15,0,-7.5,395.989214868941,43.1,38.79,0,104.2,71.6,8.9,1508.1,14.2,17.9,81.9754028,100.8973923,498.2311401,0.17422,-2.01184,3,2,5,1.52439062522023,2,2
"OBDC03","OBDC","O","42.6552698665, -0.08098014883",1280.02,7.585,5,20,20,0,95,95,-10,-2,-6,405.990925443125,26.7,25.365,0,104.2,71.6,8.9,1508.1,14.2,17.9,81.9754028,100.8973923,498.2311401,0.17422,-2.01184,3,1,8,2.72222646827412,6,4.94815466539835
"OBDC04","OBDC","O","42.655272, -0.081008",1278.39,7.908,0,66,66,0,94,100,-4,-1,-2.5,500.995686543457,30.2,28.388,0,104.2,71.6,8.9,1508.1,14.2,17.9,81.9754028,100.8973923,498.2311401,0.17422,-2.01184,3,4,9,3.88806179715463,2,1.64938488846612
"OBDC05","OBDC","O","42.655187, -0.080802",1278.73,8.002,4,75,75,0,25,96,-5,0,-2.5,455.996526035093,7.7,1.925,0,104.2,71.6,8.9,1508.1,14.2,17.9,81.9754028,100.8973923,498.2311401,0.17422,-2.01184,6,2,8,3.67949165038331,3,2.93085517766445
"OBRI01","OBRI","O","42.65015131, -0.068811422",1301.02,7.427,2,0,0,0,98,98,-18,-12,-15,542.986943540469,15.1,14.798,3,119.9,88.5,8.7,1628.7,13.9,17.6,80.1774139,99.6748276,476.7012939,-0.63047,-2.4995,2,0,22,12.8750048669403,0,0
"OBRI02","OBRI","O","42.650056, -0.069401",1300.235,7.245,0.5,30,30,0,100,100,-8,-3,-5.5,808.980147032714,11.4,11.4,2,119.9,88.5,8.7,1628.7,13.9,17.6,80.1774139,99.6748276,476.7012939,-0.63047,-2.4995,2,1,19,9.94310762033382,5,2.60846878750998
"OBRI03","OBRI","O","42.65013837, -0.06899532",1300.654,6.227,3,2,2,0,97,97,-20,-10,-15,572.793069061722,15,14.55,2,119.9,88.5,8.7,1628.7,13.9,17.6,80.1774139,99.6748276,476.7012939,-0.63047,-2.4995,2,2,21,8.8604918752541,6,4.86026882501538
"OBRI04","OBRI","O","42.650033, -0.069582",1300.34,7.55,13,82,82,0,70,87,-1,3,1,401.99016384357,22.1,15.47,0,119.9,88.5,8.7,1628.7,13.9,17.6,80.1774139,99.6748276,476.7012939,-0.63047,-2.4995,2,2,2,1.04359148627454,2,1.04359148627454
"OBRI05","OBRI","O","42.649684, -0.068994",1299.292,7.61,0,5,5,0,100,100,-55,-55,-55,618.991433065884,31.8,31.8,0,119.9,88.5,8.7,1628.7,13.9,17.6,80.4651413,99.3513794,479.434845,-0.61873,-2.52676,3,2,20,7.12410239599573,1,1
"OBRI06","OBRI","O","42.649792, -0.068669",1300.352,7.458,0,18,18,0,95,95,-15,-9,-12,512.987843027705,15.8,15.01,0,119.9,88.5,8.7,1628.7,13.9,17.6,80.4651413,99.3513794,479.434845,-0.61873,-2.52676,3,2,15,3.35300294280227,1,1
"OBUS01","OBUS","O","42.777255, -0.169577",2251.97,6.78,5,60,60,0,95,95,-2,1,-0.5,508.94208041693,3.9,3.705,3,121,76.2,3.7,1422.4,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.39304,-0.17663,3,1,9,2.91505967176372,4,2.30293240440973
"OBUS02","OBUS","O","42.777254, -0.169381",2246.45,6.303,8,90,90,0,70,92,-10,-10,-10,364.826289757342,2.6,1.82,3,121,76.2,3.7,1422.4,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.39304,-0.17663,6,3,8,2.8218489457419,5,1.41634387684648
"OBUS03","OBUS","O","42.77727, -0.16973",2261.4,6.35,20,50,50,0,80,80,-10,-10,-10,374.844107426339,2.7,2.16,6,121,76.2,3.7,1422.4,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.39304,-0.17663,3,1,12,4.57761980078551,2,1.66101682865423
"OBUS04","OBUS","O","42.77727, -0.16973",2255.25,6.525,0,88,88,0,90,99,-7,-5,-6,321.8958101466,3.7,3.33,4,121,76.2,3.7,1422.4,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.39304,-0.17663,6,1,13,5.37340654116156,1,1
"OBUS05","OBUS","O","42.777091, -0.16958",2249.9,6.036,2,90,90,0,93,98,-6,-6,-6,185.678763099458,4.6,4.278,4,121,76.2,3.7,1422.4,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.39304,-0.17663,3,1,12,3.91387567933861,3,1.92200491543725
"OBUS06","OBUS","O","42.77703, -0.168106",2225.7,6.63,5,50,50,0,92,95,-25,-25,-25,352.918186414345,5.45,5.014,4,121,76.2,3.7,1469.6,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.42366,-0.26445,6,1,18,6.67943008053664,2,1.53621718610039
"OBUS07","OBUS","O","42.777156, -0.16798",2223.85,6.661,20,80,80,0,25,80,-1,4,1.5,291.923822726077,2.7,0.675,3,121,76.2,3.7,1469.6,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.42366,-0.26445,6,1,8,4.54762955655702,2,1.12028089447465
"OBUS08","OBUS","O","42.777711, -0.167271",2212.72,6.845,3,80,80,0,92,97,-8,-8,-8,419.950131600848,3.05,2.806,5,125.8,79.4,3.6,1530.8,9.3,13.6,73.1126633,95.5065994,390.8973694,-3.58448,-0.46824,6,1,12,3.50302727663302,1,1
"OBUS09","OBUS","O","42.777499, -0.167143",2198.4,6.488,10,40,40,0,90,90,-25,-10,-17.5,241.886544533212,2.1,1.89,2,125.8,79.4,3.6,1469.6,9.3,13.6,73.1126633,95.5065994,390.8973694,-3.54478,-0.35437,6,1,11,5.85304031048702,1,1
"OBUS10","OBUS","O","42.777054, -0.167864",2217.33,6.133,15,5,5,0,85,86,-28,-20,-24,264.743063722974,4.5,3.825,5,121,76.2,3.7,1469.6,9.3,13.7,73.1126633,95.5065994,390.8973694,-3.42366,-0.26445,3,2,14,5.69036758852199,3,2.3811015779523
"OCAT01","OCAT","O","42.680938, -0.068148",2424.6,6.69,0,80,80,0,100,100,-6,-6,-6,332.928743345731,9.2,9.2,0,117.4,74.7,2.9,1557,8.6,13.3,69.7046509,95.133255,367.6290283,-4.00435,0.04249,6,1,9,3.94704228432689,4,2.169594082508
"OCAT02","OCAT","O","42.681227, -0.068314",2425.1,7.5,37,40,40,0,55,63,-20,-20,-20,745.988963650966,1.1,0.605,0,117.4,74.7,2.9,1206.6,8.6,13.3,69.7046509,95.133255,367.6290283,-3.77707,0.69444,6,1,10,4.81184329147325,3,1.17435803822701
"OCAT03","OCAT","O","42.680938, -0.068103",2424.49,6.959,3,95,95,0,97,97,-1,-1,-1,287.961644696204,7.75,7.5175,0,117.4,74.7,2.9,1557,8.6,13.3,69.7046509,95.133255,367.6290283,-4.00435,0.04249,6,1,3,1.61482396549866,3,1.06790902149624
"OCAT04","OCAT","O","42.68081, -0.067697",2424.56,7.5,4,95,95,0,50,96,-15,-15,-15,423.988963650966,2.5,1.25,0,117.4,74.7,2.9,1557,8.6,13.3,69.7046509,95.133255,367.6290283,-4.00435,0.04249,6,1,15,7.35559884222611,2,1.35293700284448
"OCAT05","OCAT","O","42.681102, -0.068256",2424.87,7.122,0,66,66,0,98,100,-7,-7,-7,372.973647281255,16.4545454545455,16.1254545454545,0,117.4,74.7,2.9,1557,8.6,13.3,69.7046509,95.133255,367.6290283,-4.00435,0.04249,6,4,7,1.32483033250914,3,1.08847548085472
"OCAT06","OCAT","O","42.681905, -0.067429",2423.99,7.147,10,3,3,0,90,90,-50,-25,-37.5,379.475121429249,5.2,4.68,0,116.9,73.4,2.8,1387,8.5,13.2,69.7046509,95.133255,367.6290283,-3.92145,0.41091,6,4,5,2.26484071699801,1,1
"OCAT07","OCAT","O","42.682141, -0.0695",2438.38,6.936,0,40,40,0,95,95,-13,-13,-13,518.95955867027,21.7,20.615,0,116.9,73.4,2.8,1318.6,8.5,13.2,69.7046509,95.133255,367.6290283,-3.87709,0.53818,6,1,3,1.06790902149624,1,1
"OCAT08","OCAT","O","42.682047, -0.068584",2423.66,7.265,0,98,98,0,80,100,-8,-8,-8,466.981040563431,6.5,5.2,0,116.9,73.4,2.8,1318.6,8.5,13.2,69.7046509,95.133255,367.6290283,-3.87709,0.53818,6,1,8,2.1614066193175,3,2.04186691462507
"OCAT09","OCAT","O","42.683058, -0.06708",2423.7,7.183,12,75,75,0,75,88,-26,-26,-26,799.977100530206,3.3,2.475,0,120.6,77.1,2.8,1387,8.5,13.2,69.7046509,95.133255,367.6290283,-4.00474,0.30801,6,1,7,3.76366463239644,2,1.45756926498109
"OCAT10","OCAT","O","42.680996, -0.067851",2424.47,7.175,0,99,99,0,70,100,-25,-18,-21.5,429.976674797277,2.4,1.68,0,117.4,74.7,2.9,1557,8.6,13.3,69.7046509,95.133255,367.6290283,-4.00435,0.04249,6,4,9,3.96786509754184,4,1.10305019256821
"OFLU01","OFLU","O","42.6711965, 0.0036965",2313.92,6.833,0,25,25,0,95,100,-5,-5,-5,534.94873447291,7.7,7.315,0,124.6,79.6,3.9,1470.4,8.2,12.4,72.0168686,95.5208588,385.4747925,-3.94747,-0.2346,6,4,10,4.18868451975603,1,1
"OFLU02","OFLU","O","42.6712345, 0.0034785",2314.01,6.78,0,95,95,0,88,100,-12,-12,-12,506.94208041693,3.6,3.168,0,124.6,79.6,3.9,1470.4,8.2,12.4,72.0168686,95.5208588,385.4747925,-3.94747,-0.2346,6,1,15,8.53523240041399,3,1.06790902149624
"OFLU03","OFLU","O","42.6706125, 0.004656",2312.83,7.84,15,25,25,0,85,85,-49,-49,-49,102.9949554152,6,5.1,0,124.6,79.6,3.9,1321,8.2,12.4,72.0168686,95.5208588,385.4747925,-3.85057,0.04337,6,1,5,2.23909295462512,3,1.26259938817257
"OFLU04","OFLU","O","42.6709025, 0.0036375",2312.7,6.42,20,0,0,0,75,80,2,2,2,115.067313900684,7,5.25,0,124.6,79.6,3.9,1470.4,8.2,12.4,72.0168686,95.5208588,385.4747925,-3.94747,-0.2346,6,0,3,1.84804577865625,0,0
"OFLU05","OFLU","O","42.6708955, 0.003491",2312.68,6.74,0,30,30,0,90,90,-11,-11,-11,206.936492440034,2.25,2.025,0,124.6,79.6,3.9,1470.4,8.2,12.4,72.0168686,95.5208588,385.4747925,-3.94747,-0.2346,6,2,14,6.44522211447242,2,2
"OFLU06","OFLU","O","42.671085, 0.003066",2313.34,6.67,3,0,0,0,97,97,-1,-1,-1,134.925385123076,9.8,9.506,0,121.4,76.3,3.8,1470.4,8.2,12.5,72.0168686,95.5208588,385.4747925,-3.87223,-0.12833,5,0,3,1.21996427813956,0,0
"OFLU07","OFLU","O","42.671704, 0.001647",2319.38,7.64,2,98,98,0,96,98,-1,-1,-1,276.992004871892,9.2,8.832,0,121.4,76.3,3.8,1344.2,8.2,12.5,72.0168686,95.5208588,385.4747925,-3.79038,0.10647,6,1,4,1.96477920181184,2,1.03356200588778
"OFLU08","OFLU","O","42.6714646, 0.0017734",2315.44,7.33,0,95,95,0,90,100,-7,-7,-7,311.983676043569,6.75,6.075,0,121.4,76.3,3.8,1344.2,8.2,12.5,72.0168686,95.5208588,385.4747925,-3.79038,0.10647,5,1,3,1.06790902149624,1,1
"OFLU09","OFLU","O","42.6719735, 0.0025165",2316.84,7.33,1,95,95,0,99,99,-9,-9,-9,415.983676043569,2.4,2.376,0,121.4,76.3,3.8,1470.4,8.2,12.5,72.0168686,95.5208588,385.4747925,-3.87223,-0.12833,6,1,13,5.5604177092829,3,1.16127212696109
"OFLU10","OFLU","O","42.671541, 0.002511",2314.58,6.93,2,75,75,0,95,98,-6.5,-6.5,-6.5,387.958996075333,3.7,3.515,0,121.4,76.3,3.8,1470.4,8.2,12.5,72.0168686,95.5208588,385.4747925,-3.87223,-0.12833,6,1,9,3.57914306022197,4,1.13466946699174
"OLAB01","OLAB","O","42.752755, -0.161383",1884.8,6.257,0,95,95,0,90,100,-2,1,-0.5,187.806880811884,6.7,6.03,1,115,69.4,5.4,1493.8,11,15.1,77.3406525,97.1647644,433.0513306,-2.07682,-0.8509,2,3,20,10.0683929379087,1,1
"OLAB02","OLAB","O","42.753351, -0.161754",1893.56,6.318,0,100,100,0,95,100,-4,-4,-4,200.832187067391,10.7,10.165,1,115.5,71.2,5.6,1493.8,11.2,15.2,77.3406525,97.1647644,433.0513306,-2.02417,-0.93575,2,3,17,4.87712384288035,5,2.72656289589388
"OLAB03","OLAB","O","42.752977, -0.160145",1899.54,6.882,3,94,94,0,90,96,-4,-1,-2.5,714.954204223524,5.4,4.86,2,115,69.4,5.4,1527,11,15.1,77.3406525,97.1647644,433.0513306,-2.09835,-0.91267,1,1,20,7.21123652589512,2,1.62616253257254
"OLAB04","OLAB","O","42.753023, -0.160719",1892.9,6.1713,0,100,100,0,93,100,-23,-23,-23,217.764752277842,3.8,3.534,3,115,69.4,5.4,1493.8,11,15.1,77.3406525,97.1647644,433.0513306,-2.07682,-0.8509,1,1,15,8.23032331664627,2,1.62616253257254
"OLAB05","OLAB","O","42.75313, -0.159792",1910.81,6.36,3,40,40,0,95,97,-12,-12,-12,286.847655974548,2.3,2.185,3,115,69.4,5.4,1527,11,15.1,77.3406525,97.1647644,433.0513306,-2.09835,-0.91267,1,1,19,10.0100550690633,2,1.83619119570559
"OLAB06","OLAB","O","42.753081, -0.160188",1900.97,6.812,30,50,50,0,68,70,-3,1.5,-0.75,469.946194654192,5.5,3.74,4,115,69.4,5.4,1527,11,15.1,77.3406525,97.1647644,433.0513306,-2.09835,-0.91267,1,1,13,5.35575396769857,1,1
"OLAB07","OLAB","O","42.753373, -0.161705",1893.68,6.673,0,100,100,0,100,100,-6,-6,-6,327.925898768276,7.3,7.3,3,115.5,71.2,5.6,1493.8,11.2,15.2,77.3406525,97.1647644,433.0513306,-2.02417,-0.93575,2,3,8,1.95125683481632,5,1.77220808146106
"OLAB08","OLAB","O","42.753103, -0.161944",1887.01,6.14,7,3,3,0,96,97,-4,4,0,192.747171849934,3.3,3.168,0,115.5,71.2,5.6,1493.8,11.2,15.2,77.3406525,97.1647644,433.0513306,-2.02417,-0.93575,2,2,6,3.2457779935678,1,1
"OLAB09","OLAB","O","42.752826, -0.161792",1880.99,6.136,1,40,40,0,99,99,-5,-5,-5,357.744832459864,8.3,8.217,1,115.5,71.2,5.6,1493.8,11.2,15.2,77.3406525,97.1647644,433.0513306,-2.02417,-0.93575,2,1,20,8.37996348342244,5,3.17989724040812
"OLAB10","OLAB","O","42.753911, -0.163288",1891.63,6.255,3,2,2,0,97,97,-20,-20,-20,394.805989414213,4.3,4.171,4,115.5,71.2,5.6,1402.3,11.2,15.2,77.3406525,97.1647644,433.0513306,-1.96482,-0.76551,2,2,20,8.7015256768322,2,2
"ONAR01","ONAR","O","42.679531, -0.037752",2408.47,8.024,30,35,35,0,75,80,-20,-20,-20,324.996697632307,4.45,3.3375,0,121.3,79.7,3.3,1458.1,8.5,13,70.6667023,95.0984879,377.1255798,-3.96294,-0.03079,6,4,9,3.81095484986561,4,1.67633722560729
"ONAR02","ONAR","O","42.679818, -0.038589",2407.94,7.202,10,50,50,0,90,90,-14,-14,-14,776.978080763277,3,2.7,0,117.6,76.3,3.3,1458.1,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.85001,0.05836,6,4,7,2.09199475673811,3,1.95036750449224
"ONAR03","ONAR","O","42.67989, -0.038231",2408.01,7.307,0,99,99,0,80,100,-20,-20,-20,276.982788234242,5.3,4.24,0,117.6,76.3,3.3,1458.1,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.85001,0.05836,6,1,7,3.33515675982706,2,1.35293700284448
"ONAR04","ONAR","O","42.679334, -0.038802",2407.42,7.316,0,0,0,0,100,100,0.5,0.5,0.5,842.983141247809,2.8,2.8,0,117.6,76.3,3.3,1458.1,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.85001,0.05836,6,4,3,1.06790902149624,1,1
"ONAR05","ONAR","O","42.679141, -0.038683",2407.54,7.24,25,2,2,0,75,75,-24,-24,-24,495.979917146187,10.65,7.9875,0,117.6,76.3,3.3,1458.1,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.85001,0.05836,6,4,7,3.28293868460269,1,1
"ONAR06","ONAR","O","42.678822, -0.039113",2407.48,7.747,5,75,75,0,95,95,-35,-35,-35,219.993750785569,3.3,3.135,0,117.6,76.3,3.3,1416.2,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.82283,0.13632,6,1,9,2.96259540137556,2,1.84449075611119
"ONAR07","ONAR","O","42.67915, -0.037997",2408.22,7.355,7,90,90,0,93,93,-9,-9,-9,510.984589191387,4.45,4.1385,0,117.6,76.3,3.3,1458.1,8.6,13.1,70.6667023,95.0984879,377.1255798,-3.85001,0.05836,6,1,10,2.87852628668426,1,1
"ONAR08","ONAR","O","42.680614, -0.037457",2409.69,7.206,35,2,2,0,65,60,-30,-20,-25,402.978281720048,1.9,1.235,0,123.9,82.7,3.3,1450.8,8.5,13.1,70.6667023,95.0984879,377.1255798,-4.00453,-0.0967,6,4,14,7.09891657373413,2,2
"ONAR09","ONAR","O","42.680625, -0.037787",2410.2,7.259,0,100,100,0,45,100,-5,-5,-5,244.980776811395,4.15,1.8675,0,123.9,82.7,3.3,1450.8,8.5,13.1,70.6667023,95.0984879,377.1255798,-4.00453,-0.0967,6,1,6,2.35105894605714,3,1.06790902149624
"ONAR10","ONAR","O","42.680885, -0.036229",2414.11,7.444,0,95,95,0,70,100,-8,-8,-8,421.987444748203,4.5,3.15,0,123.9,82.7,3.3,1522.4,8.5,13.1,70.6667023,95.0984879,377.1255798,-4.05097,-0.22992,6,1,12,3.2917759374346,3,2.5984310088072
"OOTA01","OOTA","O","42.69488438833, -0.13698647766",1595.03,6.71,4,5,5,0,96,96,-50,-50,-50,395.931950423468,12.2,11.712,1,123.1,85.4,7,1650.8,12.6,16.6,81.133873,100.0100861,483.3919678,-1.18559,-2.19839,2,2,21,8.58030130320431,2,2
"OOTA02","OOTA","O","42.694763, -0.138017",1596.23,6.71,0,5,5,0,98,100,-45,-35,-40,395.931950423468,15.1,14.798,1,118.9,80.2,7.1,1650.8,12.7,16.6,81.133873,100.0100861,483.3919678,-1.04842,-2.08873,2,2,21,10.4739938755145,1,1
"OOTA03","OOTA","O","42.694427, -0.141241",1599.59,6.432,0,5,5,0,100,100,-20,-20,-20,364.870929965257,9.9,9.9,1,110.2,73,7,1557.1,12.6,16.6,81.133873,100.0100861,483.3919678,-0.84022,-1.6738,2,1,24,14.282653298672,1,1
"OOTA04","OOTA","O","42.695556, -0.139092",1596.12,6.863,5,45,45,0,95,95,-15,-15,-15,461.952156226361,16.6,15.77,2,118.9,80.2,7.1,1654.6,12.7,16.6,81.133873,100.0100861,483.3919678,-1.05088,-2.0958,1,1,24,8.13261375383243,3,2.1834216125242
"OOTA05","OOTA","O","42.695638, -0.138992",1595.95,6.93,10,70,70,0,90,90,-8,-8,-8,319.958996075333,16.5,14.85,2,118.9,80.2,7.1,1654.6,12.7,16.6,81.133873,100.0100861,483.3919678,-1.05088,-2.0958,1,3,18,6.90261518624637,2,1.97003009073314
"OOTA06","OOTA","O","42.69483, -0.140346",1597.22,6.71,0,5,5,0,100,100,-40,-40,-40,395.931950423468,6.3,6.3,3,110.2,73,7,1654.6,12.6,16.6,81.133873,100.0100861,483.3919678,-0.90347,-1.85521,2,2,19,6.55331301138723,2,2
"OOTA07","OOTA","O","42.694786, -0.140324",1598.07,7.098,0,75,75,0,80,100,-7,-7,-7,314.972149985414,7.6,6.08,1,110.2,73,7,1654.6,12.6,16.6,81.133873,100.0100861,483.3919678,-0.90347,-1.85521,1,3,22,6.91783065586674,5,2.43081837323153
